rec_num,phrlyearn
111285,27.78661359134134
111288,24.325876377463945
111292,22.887359611810847
111295,37.25588323189514
111299,49.448935705727884
111300,26.775234333305924
111303,34.47486964309157
111304,33.24692858413255
111309,29.672441617275798
111312,30.493733740126256
111315,37.707233316306144
111316,36.238065915324924
111319,44.51770120597043
111322,23.261770450328253
111323,50.181865986386725
111325,19.45074647128999
111326,29.89437021862423
111327,28.662656290352796
111328,43.894532800956554
111329,47.77179048621174
111330,29.584021525039194
111331,26.985868236592673
111332,40.31768363374923
111336,38.19610853815478
111337,53.25362094744111
111338,44.67702458209407
111342,30.0319362184746
111343,38.512119242360875
111344,28.095365602535256
111347,23.85705032714655
111348,41.41809605115
111355,32.100524216902166
111359,41.67705595311085
111363,34.737497544936254
111366,39.20243210267529
111367,31.840191222687125
111372,26.066369964397314
111376,44.61495033060676
111381,31.109249473647267
111382,44.2457556483654
111384,25.651590592983975
111386,33.34809249961952
111387,32.48157679852788
111388,25.70591537138984
111390,52.76892600064289
111391,23.286980279989645
111396,57.105432442195735
111397,32.8236393797831
111398,34.873436080608364
111403,37.12412406072214
111404,26.762314751245462
111406,24.157670240568716
111409,49.0073859778656
111410,36.55788851424138
111412,36.10981279220209
111416,26.514362103886093
111419,24.79131008188885
111422,41.0934607511613
111424,54.45589690422065
111425,43.699632299496805
111427,44.60193088612955
111431,46.30226798639689
111432,37.98756218715087
111433,41.424630842378065
111434,24.27862419605608
111437,39.848942137112346
111439,28.102460006057008
111440,50.186442139404654
111445,42.978755128105355
111452,41.1674128672915
111454,32.1065855281405
111456,43.11509409483671
111457,33.45038050901762
111459,23.10861384350909
111460,34.863700034022465
111464,29.618051973603045
111470,39.9889360649364
111478,50.484861101583924
111480,34.595273235484775
111485,37.32095383544323
111486,41.44336946601869
111490,38.019014947939766
111492,24.48230492496857
111496,50.69355959301586
111503,36.46470199432936
111508,43.40222344095805
111510,30.066756369025004
111513,41.99474302094873
111514,44.54562577728679
111515,40.680797910586925
111521,29.87350998098347
111522,32.7060369528412
111525,34.09857408069469
111528,49.35534645976955
111529,27.181305044088788
111531,45.84146711562681
111533,41.26629086830069
111534,26.97743532723393
111537,45.59749333370303
111539,49.378318942269146
111540,28.017094959957845
111549,29.481825286031828
111550,38.75104927083797
111552,58.592656472250695
111553,29.2573851039044
111555,41.6497870713799
111556,29.29651820144369
111560,13.00638147585062
111562,22.045945130718714
111565,38.461581019784475
111569,38.72512764078739
111571,12.18656443500714
111572,55.97083457803825
111574,45.306846070857304
111575,34.98598339490986
111576,24.790348081000396
111582,28.66250673554049
111583,43.94491743180773
111584,31.168625954791885
111587,39.36059912180509
111588,38.29449323713258
111589,46.94331633909228
111590,32.25173527668554
111592,40.005146025662675
111596,31.605428221019157
111598,34.64965262188947
111601,35.56738315021995
111602,28.67290569180249
111603,49.384405223692525
111604,27.624911694766322
111606,35.9786825666888
111608,32.94777476691383
111610,48.34487841961743
111611,32.134311997857694
111616,30.438332656636558
111617,40.142859672251106
111618,25.552059971049243
111621,19.458866013879025
111623,52.85533772964294
111627,19.557449756613693
111629,31.834369376056163
111632,35.91626045986476
111633,24.130454494614636
111642,42.473241482682596
111644,34.0197964012527
111647,28.60242359990396
111648,45.92721859443992
111649,38.84550755350389
111653,32.0953138634251
111654,21.865780172394455
111656,28.327775865872017
111657,27.08395868689213
111658,41.36198951529256
111663,48.506810593341285
111672,32.30132018825972
111678,18.469844916843442
111679,21.055841504430564
111688,42.60637364255229
111689,38.778221857451335
111692,25.44343285189795
111694,37.10709207074625
111695,22.0624701381462
111696,19.304408738162472
111697,42.065422468692645
111699,36.58507177997739
111703,37.652803334800396
111705,49.934527634120165
111706,29.93661609967732
111709,35.817565030397574
111710,56.24036175228565
111711,48.635994594922124
111712,23.827035764580444
111713,35.4154721890872
111714,31.81277306192563
111717,39.0438060473155
111722,23.970283731958048
111724,17.733902052978433
111734,30.158770053591713
111743,40.222752372784946
111750,23.52415696260502
111751,47.849566978208294
111757,41.564982002391204
111758,38.68967287959821
111760,31.86204534399782
111761,41.97432666054304
111763,42.02705876296156
111765,39.0037238271223
111769,41.07111072260322
111770,32.71797356088159
111774,34.858209393816665
111776,63.626822715696235
111778,41.496377150954345
111780,42.45483209790863
111781,21.96106197843038
111782,26.190220247708886
111784,36.76608576462432
111786,32.931682406656805
111789,38.49285417132821
111791,25.89847532040037
111798,50.41317634292234
111800,22.19790561147633
111803,43.68770001867733
111804,29.156567952278234
111808,57.13666873305342
111810,21.550390758516762
111814,34.287366226670144
111817,31.85817719023211
111825,42.588375396266606
111828,47.09816765838754
111829,45.448670162633746
111830,45.478361349778226
111832,39.17009844067559
111834,32.73658442317402
111840,28.7652887632344
111842,9.89009687201182
111843,32.38568745013095
111844,35.951534506602876
111846,37.970571361390114
111849,40.73061196733177
111850,34.87698517845498
111852,37.25828071051649
111853,40.40033198665511
111855,42.255792282069805
111858,42.43803659319219
111860,40.940154047679904
111861,37.62964311281529
111862,43.39593635458979
111865,36.21669917679088
111866,32.50043756445694
111870,46.82685418093611
111872,30.810619683206262
111878,35.31775457517712
111881,30.507761061371802
111883,41.77473233595362
111891,37.060906691389846
111893,42.67310717923375
111894,42.25124210193868
111896,45.98081512993535
111897,50.790967027644186
111899,29.939650081419472
111900,34.87782945696246
111901,31.937420968354036
111902,43.83032499832041
111906,37.83693258709563
111907,25.40577753047755
111910,30.700191418005446
111913,35.07219089297768
111918,32.148772655120474
111921,39.27306387870186
111922,27.837256768570434
111924,15.841989407423062
111925,34.79207536479212
111926,42.08810910828477
111928,38.808220401977344
111929,52.50224153140212
111930,30.510178792879554
111933,35.77753181979556
111935,31.248174009604078
111940,48.610445062474284
111942,23.84865439824567
111943,42.84975937146627
111944,42.59402800893793
111946,32.942490082356464
111949,38.1173733054837
111950,39.01089443012775
111951,32.60341703763149
111952,32.41600765986999
111955,31.299061546481283
111957,65.91130828504853
111958,32.43663707816028
111960,35.28717787808817
111962,38.99651528830371
111963,47.62798905435639
111966,25.06013016974593
111969,39.97563301246376
111970,50.25381551643219
111971,32.16309879168955
111972,38.938850783113374
111981,35.85510048195306
111987,46.00870623023068
111991,54.17668281719575
111992,43.23787435582984
111998,30.761151324168914
111999,35.853750722351265
112000,23.165408301986346
112001,43.169446403285974
112005,40.94601627764064
112010,43.81019492320874
112012,40.92522565659953
112013,48.33494218296047
112015,32.01631270057301
112016,34.379243408653096
112017,35.78623351947004
112019,50.41129305103601
112020,43.78376897815451
112023,55.46485735552375
112024,33.42421177248088
112027,31.748259187571982
112031,41.89048231352418
112032,27.49860968643764
112034,37.57342573164959
112036,45.495421953348384
112038,46.386299813374876
112039,35.66583352740667
112042,35.33485459085957
112043,26.333495036277732
112050,50.863922245363256
112055,45.7097445580146
112056,35.97046257376752
112058,35.25344044244074
112060,24.12321541894044
112072,34.09643426436916
112074,45.1483778571055
112075,45.00612698914083
112076,16.848845871890767
112083,34.25990781428244
112084,46.21786714062749
112086,38.2080918723846
112087,39.732087316261314
112088,30.877705848274125
112093,30.86615646680903
112095,31.665822473836435
112096,34.44010713549064
112100,43.24070111204901
112102,43.900687033306625
112106,40.94148505972828
112107,56.41635631762796
112109,25.30893926392423
112112,34.741245966948625
112114,40.141971472714786
112121,45.60453844372779
112124,40.57584284136944
112126,34.623252029087766
112127,31.070808936953906
112128,21.77831122035107
112130,39.99037472603747
112132,25.06427226936909
112133,24.225290755610203
112134,41.00197545509053
112136,23.44668574162286
112137,25.422974836077305
112138,37.99609571090578
112139,30.158198201676058
112141,40.845144128565195
112142,25.701920100926312
112144,41.49856988989475
112149,37.229890484341965
112155,20.99564644361501
112158,35.813505667987435
112159,47.2140926355504
112163,31.276077986739605
112167,42.301304289819115
112171,36.89448500318244
112173,39.73170122352694
112174,32.88150924512749
112175,36.8963813986935
112178,32.07628076025415
112182,31.425813058775802
112184,16.707690359210464
112187,30.86522088211338
112189,35.83535378064699
112190,41.71367947154559
112191,51.12195216846867
112195,35.775320958762215
112199,28.375611723983038
112203,42.85278860578706
112207,61.48054070378045
112217,26.55199371805463
112219,35.76832018641409
112220,31.808578443330802
112221,31.52307440015373
112224,35.580539869199995
112229,43.41687349824421
112230,39.79295462435931
112231,31.361842376820604
112232,36.255826933910924
112233,19.15930036221245
112236,43.59503210521649
112238,45.01864568258142
112240,42.55018377509186
112242,45.54712987553084
112243,36.839577067697164
112245,43.97214498238375
112254,58.528888246730176
112256,51.33440048594119
112258,51.886139925741006
112260,45.613821182205136
112263,47.705400117303526
112264,39.032240429420575
112265,50.31111834116297
112267,25.07892130403001
112268,40.632003294925056
112270,50.24105609349819
112271,38.50455226019591
112274,34.334549314750966
112277,45.12975967544631
112280,37.01269224040265
112281,27.48778955593658
112282,29.533774400854327
112283,25.473496069868233
112288,31.64663832908868
112290,46.605131282390175
112292,32.695575216440176
112294,41.621769974220484
112298,31.484319185144848
112299,19.183689475201728
112305,44.969013914575044
112306,39.684364597506296
112319,32.40515901095808
112321,38.71650313534933
112324,29.193844634861932
112326,37.41813714324499
112327,27.326212458927092
112331,30.677118305149484
112333,18.599261762468387
112335,27.51045354246205
112339,50.318690279125306
112342,27.609491039019886
112345,29.767639043378367
112348,20.47561825183518
112352,42.42298201346245
112355,38.50164683256912
112357,34.17090579258257
112359,54.26419206785398
112363,16.68037913293289
112364,19.971574547660296
112365,36.357999659051444
112367,33.73116969197306
112369,31.978305525327123
112372,20.27749318241871
112373,22.97284642905364
112375,25.39535190767758
112382,18.80964735417686
112384,43.88517187445438
112385,14.047790813860196
112398,48.21342011171754
112401,22.9364010381553
112410,43.39481148991965
112413,54.114727857474875
112426,33.22500164322731
112427,46.25786966087054
112428,26.020792573933065
112429,43.76620729930416
112435,38.235328412005586
112436,43.14135695767909
112439,44.417313744060024
112441,33.801462144838744
112443,32.61414808130734
112447,46.28969521462662
112449,26.576792689581936
112450,36.62405717671573
112452,42.14258201536954
112457,31.172871156507867
112458,27.18613293647633
112463,32.63702273251008
112465,24.177261763142333
112468,47.21464372763504
112470,22.057486187002695
112473,50.351770116164886
112474,34.19604439388128
112476,50.64531161682951
112477,34.03547994956114
112479,40.05917021022015
112481,50.344539467130375
112483,46.315995786626786
112484,31.60671807164814
112486,34.30215680456262
112487,32.18724022379628
112492,39.01398787553742
112494,36.153402815911114
112496,27.749468346561937
112497,37.67483498581964
112500,20.105785882340875
112502,34.37580909248556
112503,45.22766851754086
112507,51.264131729272464
112508,28.807086915010263
112510,37.27697163662737
112513,28.707707504222306
112515,15.060343496046661
112518,25.66514441571882
112522,24.8083372845444
112523,39.05152012262218
112525,21.427090539546846
112526,30.32579553242078
112528,34.12418538057551
112534,26.22827552482694
112542,23.121797042471904
112544,39.62041209541327
112554,38.62937058179998
112562,38.27932265150471
112564,43.43607780816491
112586,28.873554604540196
112590,29.229946539318732
112593,12.847672390363147
112599,28.870305888397546
112603,38.412065085418234
112605,29.052649115613356
112606,37.80368948741334
112609,35.092321108754334
112610,26.6475448977974
112611,42.987640361438025
112612,43.09312013156181
112613,35.03116246270301
112614,48.66820232456085
112618,47.438403173626156
112620,28.850996972726836
112621,27.109346378251335
112627,49.03320007170073
112631,26.50129206879359
112635,38.23661498081226
112636,14.76785707798342
112637,32.69417463699105
112638,36.2243785257848
112641,29.823868600847497
112643,37.23771125728175
112644,31.09709470007573
112645,33.650234386335185
112648,23.454770586824758
112649,45.23522578682963
112651,37.077225637189336
112652,38.38968220155369
112653,24.57626283545731
112662,29.42083264255937
112664,25.386927657249167
112665,43.05285095997742
112666,22.62416397222953
112670,52.346313777023504
112672,26.121550428463856
112677,52.324604629675605
112678,35.77640319941146
112679,27.313789780887834
112681,41.44477357982256
112685,38.315143590387635
112687,39.185670159051796
112689,12.940635948443074
112691,22.36966592878165
112695,35.667866862973334
112696,24.4038114737099
112697,33.179736413888186
112700,19.236800027107492
112704,46.47731591358028
112707,39.97326408591906
112710,39.28248136963473
112713,42.46415815072879
112715,45.5130224152154
112725,24.732047171762222
112730,34.39942742160945
112731,29.048632822867255
112733,36.53647786450235
112738,34.89219288877178
112744,37.37954207303115
112750,42.79303068416283
112751,42.720821684373604
112763,47.168092287044104
112766,37.23463978945231
112768,38.241280930686116
112770,31.52927525867448
112773,28.58784493874477
112775,40.6161068702008
112779,37.64707565936695
112784,30.45718130164859
112788,28.471825438833626
112789,28.957988750678492
112790,57.52312969970525
112791,35.368055223403225
112792,40.93721002106398
112793,36.77381674299938
112797,27.124425648952165
112798,42.45213319961349
112799,45.00517727199822
112802,23.910540305756403
112804,40.51751015010873
112805,40.077222999652015
112806,32.241056084952135
112808,44.91631066303337
112809,28.746367304964068
112810,39.75214951870282
112815,27.540626128312397
112817,38.5251425339132
112818,36.12015675634087
112819,43.3635867300942
112821,31.453392209615664
112822,30.62830131490195
112824,43.24657504975596
112825,42.94775274533905
112826,41.61693229369303
112828,40.58324436105619
112829,20.840774584268427
112831,32.25220823638149
112832,40.9465553978267
112836,41.23131772781487
112839,32.61275798687507
112844,41.82898370015454
112846,36.80575024295571
112847,24.244250214609945
112848,34.32913286184593
112849,36.87562374471924
112850,37.36652912521031
112857,29.295031318224844
112861,40.88574845297994
112864,22.646214588711132
112865,43.87857359250792
112872,34.94273063061328
112873,32.206652485552574
112874,39.198943168544815
112875,30.08560028270069
112877,51.47909185971601
112879,27.20407574030317
112880,40.558689577258676
112881,34.51334235466595
112883,28.53622995946703
112885,34.139799136254005
112887,43.13758551235972
112888,38.014990266453
112890,39.703045873082054
112891,34.077908979684445
112893,41.34153770636313
112894,36.36167251114442
112896,37.81724454134679
112897,40.258339705682694
112898,23.260550817958006
112902,23.15145329431528
112903,41.57551324997765
112904,37.63748381978367
112906,24.018719975586492
112907,44.79714867061175
112914,32.56764172032606
112916,35.96662111610413
112921,34.459684291519594
112922,19.501078994083326
112928,31.82214286530671
112932,41.857638981357354
112934,34.41301103942138
112935,18.76238960944791
112937,24.07494121901466
112940,36.97774646278714
112946,46.482296389560204
112951,32.2784462185942
112952,37.45476247219135
112953,47.336219615822365
112955,32.16436232300848
112958,25.935258454069636
112963,24.648422311108742
112966,40.230895920892976
112970,45.28820346163419
112971,24.80394101834527
112978,39.13542056238056
112980,51.106257160479416
112984,45.39551770801231
112985,37.176531812980414
112988,22.561012379186618
112990,22.50764731793049
112993,45.24743354685778
112995,39.62885160745794
112997,41.613308288466136
112998,58.21955577521915
113000,47.753922831747964
113003,34.00661041514768
113006,26.714178472455632
113010,39.199500804611226
113011,22.84065529069683
113014,41.671607197732754
113015,31.664927757096237
113016,21.289722660943077
113017,37.72029802048873
113024,38.75250816704571
113025,52.824372522978855
113027,29.502836567139994
113032,31.845018572910888
113037,37.912098440293434
113038,49.38795293219795
113039,35.759861898631236
113040,53.2632577315876
113041,43.49471912815808
113043,33.44197823035081
113044,38.124860505340266
113045,42.40739202938087
113050,36.748378385607936
113051,34.21060989870722
113053,33.406420967015464
113058,35.422693147050026
113060,34.50156260554877
113062,40.702611992255825
113063,25.21540785035052
113068,19.26973246288815
113069,50.243704617465056
113071,46.76404695989444
113073,20.176953976699412
113074,32.44079291689636
113075,15.836868318171247
113079,37.15982835466123
113080,44.14721513826828
113083,32.79971358498154
113084,43.39300634732035
113092,33.693873538756755
113095,33.03825091995661
113097,39.688398664689075
113101,45.46712602320552
113103,33.47901229463613
113105,33.0231833715569
113108,33.451581362394535
113109,20.906180819085918
113110,40.331576472246084
113113,19.059723015046828
113115,49.40410123740827
113116,48.62122720175306
113117,56.38181115393108
113119,41.22010460385054
113120,39.32465622774417
113125,27.477130619173625
113128,31.559481866287527
113132,38.26640637564816
113133,29.683606634924455
113134,33.31138799749085
