rec_num,phrlyearn
111285,19.119753811803445
111288,26.26909391722909
111292,16.732153479351535
111295,30.843221172135962
111299,61.95727960835269
111300,32.53609357647179
111303,29.911533379798932
111304,35.24071608046452
111309,31.5299284411132
111312,32.1926191491787
111315,41.46501269948343
111316,34.18817258863658
111319,56.123783756626516
111322,24.7612598456634
111323,49.93149506089753
111325,18.36988675001014
111326,22.355252310178848
111327,21.330763990449707
111328,32.9373901134519
111329,49.15602450237376
111330,31.768323632344067
111331,25.825687190460236
111332,33.80934008381794
111336,51.10693902474694
111337,51.037342727060796
111338,56.30424818328574
111342,29.121458357090578
111343,30.25533197905845
111344,24.908602602120787
111347,22.48423598780696
111348,37.84008273304027
111355,25.23822838868842
111359,35.3945306427989
111363,30.529800229825227
111366,25.019853309908903
111367,24.214151340592185
111372,20.466750780800506
111376,30.618269823622825
111381,32.13714196077176
111382,68.80127933424235
111384,20.75202210596293
111386,29.303127793807413
111387,26.870177344015353
111388,25.82915866479059
111390,41.33078612386983
111391,20.268319265782942
111396,77.82680641291418
111397,25.86954502110267
111398,25.902452955582014
111403,36.15091354286085
111404,20.689601814741472
111406,22.978804160182346
111409,42.96069601243028
111410,23.27858540513081
111412,23.99337544305316
111416,26.237665924865823
111419,21.511825916010984
111422,42.84521968332448
111424,71.93404462631528
111425,42.37776692879991
111427,44.55712288121791
111431,39.68100681329467
111432,26.80004119606312
111433,45.383547643116536
111434,25.20393810374547
111437,45.155272931237626
111439,30.586779563157464
111440,64.56031939222079
111445,44.02680377397974
111452,28.51849591907331
111454,29.73944278402487
111456,48.199346797201834
111457,36.8392882665767
111459,28.38595384569312
111460,29.86414850861048
111464,27.92628020395905
111470,33.476563944172284
111478,49.561158068858575
111480,37.323595307503965
111485,27.9398428593621
111486,28.21269534157703
111490,38.120583517321776
111492,19.33969312107317
111496,35.142606875874584
111503,40.921866790465515
111508,42.66894792238898
111510,32.77895833189513
111513,39.5014180999153
111514,30.817288790635498
111515,37.974969745915764
111521,24.576868702075597
111522,41.81040255075566
111525,54.282432051685944
111528,43.004048454066236
111529,34.02007650355464
111531,39.68976868923558
111533,23.133948050576805
111534,23.48205618913913
111537,35.25599918887957
111539,48.13637663840427
111540,32.77056650802574
111549,27.8649701761871
111550,27.74711525640338
111552,68.55834206308262
111553,25.329786334258806
111555,40.201678884519396
111556,21.954427417503943
111560,18.686686205107964
111562,23.255427871785283
111565,32.25002015366399
111569,21.161706470809747
111571,17.50109086941874
111572,75.71285474247713
111574,44.81200837347981
111575,29.88989741378946
111576,25.488932807003902
111582,22.865453747794714
111583,42.39789010672589
111584,28.333839939950725
111587,44.49428319542426
111588,27.87702228073773
